,year,area,台数,車種
1387,2004,福島,4602.0,貨物自動車総数
1388,2004,淀川,0.0,電気小型自動車
1389,2004,東住吉,26.0,バス
1390,2004,東成,122.0,バス
1391,2004,旭,45.0,バス
1392,2004,城東,122.0,バス
1393,2004,鶴見,67.0,バス
1394,2004,阿倍野,24.0,バス
1395,2004,中央,41.0,バス
1396,2004,住吉,0.0,電気小型自動車
1397,2004,東住吉,2.0,電気小型自動車
1398,2004,港,5764.0,貨物自動車総数
1399,2004,都島,3449.0,貨物自動車総数
1400,2004,西,8750.0,貨物自動車総数
1401,2004,中央,8855.0,貨物自動車総数
1402,2004,此花,4737.0,貨物自動車総数
1403,2004,都島,1.0,電気小型自動車
1404,2004,淀川,8533.0,貨物自動車総数
1405,2004,東住吉,5384.0,貨物自動車総数
1406,2004,東淀川,33236.0,乗用車総数
1407,2004,住吉,3404.0,貨物自動車総数
1408,2004,阿倍野,2.0,被けん引貨物
1409,2004,福島,49.0,被けん引貨物
1410,2004,城東,16.0,被けん引貨物
1411,2004,西,322.0,被けん引貨物
1412,2004,北,73.0,被けん引貨物
1413,2004,平野,33.0,被けん引貨物
1414,2004,淀川,47.0,被けん引貨物
1415,2004,鶴見,44.0,被けん引貨物
1416,2004,住吉,18.0,被けん引貨物
1417,2004,城東,285.0,小型特殊自動車
1418,2004,中央,27205.0,乗用車総数
1419,2004,此花,12661.0,乗用車総数
1420,2004,東住吉,26951.0,乗用車総数
1421,2004,西成,16495.0,乗用車総数
1422,2004,浪速,10307.0,乗用車総数
1423,2004,旭,6.0,被けん引貨物
1424,2004,東淀川,191.0,バス
1425,2004,浪速,9.0,被けん引貨物
1426,2004,生野,5.0,被けん引貨物
1427,2004,此花,290.0,被けん引貨物
1428,2004,西淀川,21317.0,乗用車総数
1429,2004,天王寺,11813.0,乗用車総数
1430,2004,大正,14744.0,乗用車総数
1431,2004,港,14616.0,乗用車総数
1432,2004,東成,28.0,被けん引貨物
1433,2004,東淀川,2.0,被けん引貨物
1434,2004,西,19302.0,乗用車総数
1435,2004,中央,13.0,被けん引貨物
1436,2004,西成,54.0,被けん引貨物
1437,2004,住之江,2486.0,被けん引貨物
1438,2004,西淀川,198.0,被けん引貨物
1439,2004,大正,534.0,被けん引貨物
1440,2004,港,679.0,被けん引貨物
1441,2004,天王寺,1.0,被けん引貨物
1442,2004,都島,3.0,被けん引貨物
1443,2004,大正,6086.0,貨物自動車総数
1444,2004,西成,4640.0,貨物自動車総数
1445,2004,西淀川,7660.0,貨物自動車総数
1446,2004,福島,4100.0,軽自動車
1447,2004,都島,4784.0,軽自動車
1448,2004,大正,120.0,バス
1449,2004,中央,6706.0,軽自動車
1450,2004,西,5618.0,軽自動車
1451,2004,西成,71.0,バス
1452,2004,大正,6186.0,軽自動車
1453,2004,天王寺,3682.0,軽自動車
1454,2004,港,5558.0,軽自動車
1455,2004,西淀川,83.0,バス
1456,2004,西,264.0,大型特種
1457,2004,西淀川,2.0,電気小型自動車
1458,2004,港,930.0,大型特種
1459,2004,大正,337.0,大型特種
1460,2004,天王寺,31.0,大型特種
1461,2004,住之江,9032.0,軽自動車
1462,2004,西淀川,395.0,大型特種
1463,2004,浪速,4415.0,軽自動車
1464,2004,此花,4482.0,軽自動車
1465,2004,城東,9243.0,軽自動車
1466,2004,生野,68.0,バス
1467,2004,天王寺,19.0,バス
1468,2004,北,7374.0,軽自動車
1469,2004,淀川,10067.0,軽自動車
1470,2004,平野,17603.0,軽自動車
1471,2004,此花,264.0,バス
1472,2004,西,12.0,バス
1473,2004,港,331.0,バス
1474,2004,東淀川,11090.0,軽自動車
1475,2004,東成,5372.0,軽自動車
1476,2004,生野,10651.0,軽自動車
1477,2004,淀川,73.0,バス
1478,2004,旭,5487.0,軽自動車
1479,2004,鶴見,7566.0,軽自動車
1480,2004,阿倍野,4722.0,軽自動車
1481,2004,住吉,29197.0,乗用車総数
1482,2004,東淀川,200.0,大型特種
1483,2004,生野,105.0,大型特種
1484,2004,西淀川,6568.0,軽自動車
1485,2004,東住吉,124.0,大型特種
1486,2004,淀川,40.0,大型特種
1487,2004,平野,100.0,大型特種
1488,2004,北,160.0,大型特種
1489,2004,住吉,143.0,バス
1490,2004,旭,2453.0,貨物自動車総数
1491,2004,阿倍野,1944.0,貨物自動車総数
1492,2004,鶴見,5498.0,貨物自動車総数
1493,2004,城東,5365.0,貨物自動車総数
1494,2004,生野,5205.0,貨物自動車総数
1495,2004,東成,4166.0,貨物自動車総数
1496,2004,東淀川,5560.0,貨物自動車総数
1497,2004,天王寺,2571.0,貨物自動車総数
1498,2004,住之江,10454.0,貨物自動車総数
1499,2004,福島,17.0,バス
1500,2004,東成,56.0,大型特種
1501,2004,都島,16.0,バス
1502,2004,北,212.0,バス
1503,2004,旭,45.0,大型特種
1504,2004,城東,214.0,大型特種
1505,2004,西成,97.0,大型特種
1506,2004,住之江,891.0,大型特種
1507,2004,鶴見,164.0,大型特種
1508,2004,阿倍野,18.0,大型特種
1509,2004,住吉,448.0,大型特種
1510,2004,中央,178.0,大型特種
1511,2004,此花,302.0,大型特種
1512,2004,福島,83.0,大型特種
1513,2004,都島,68.0,大型特種
1514,2004,住吉,9407.0,軽自動車
1515,2004,平野,171.0,バス
1516,2004,浪速,13.0,バス
1517,2004,住之江,216.0,バス
1518,2004,浪速,199.0,大型特種
1519,2004,都島,17156.0,乗用車総数
1520,2004,住之江,28758.0,乗用車総数
1521,2004,阿倍野,9125.0,小型乗用車
1522,2004,天王寺,5871.0,小型乗用車
1523,2004,福島,934.0,電気自動車総数
1524,2004,淀川,57274.0,自動車総数
1525,2004,住之江,17135.0,小型乗用車
1526,2004,北,44416.0,自動車総数
1527,2004,西成,9584.0,小型乗用車
1528,2004,此花,17.0,電気自動車総数
1529,2004,大正,25.0,電気自動車総数
1530,2004,此花,0.0,電気小型自動車
1531,2004,住之江,167.0,電気自動車総数
1532,2004,福島,6379.0,小型乗用車
1533,2004,浪速,1.0,電気小型自動車
1534,2004,東淀川,19509.0,小型乗用車
1535,2004,大正,8512.0,小型乗用車
1536,2004,西,10838.0,小型乗用車
1537,2004,中央,16382.0,小型乗用車
1538,2004,東淀川,1.0,電気小型自動車
1539,2004,旭,1.0,電気小型自動車
1540,2004,北,87.0,電気自動車総数
1541,2004,東淀川,89.0,電気自動車総数
1542,2004,淀川,75.0,電気自動車総数
1543,2004,中央,1.0,電気小型自動車
1544,2004,東成,25895.0,自動車総数
1545,2004,阿倍野,7.0,電気自動車総数
1546,2004,鶴見,51.0,電気自動車総数
1547,2004,此花,7282.0,小型乗用車
1548,2004,港,8215.0,小型乗用車
1549,2004,西淀川,12254.0,小型乗用車
1550,2004,東成,8309.0,小型乗用車
1551,2004,北,5.0,電気小型自動車
1552,2004,生野,42818.0,自動車総数
1553,2004,住吉,44189.0,自動車総数
1554,2004,鶴見,13397.0,小型乗用車
1555,2004,旭,26214.0,自動車総数
1556,2004,城東,48004.0,自動車総数
1557,2004,鶴見,38629.0,自動車総数
1558,2004,旭,9708.0,小型乗用車
1559,2004,西,141.0,電気自動車総数
1560,2004,東住吉,45153.0,自動車総数
1561,2004,西淀川,38506.0,自動車総数
1562,2004,阿倍野,25553.0,自動車総数
1563,2004,住之江,52704.0,自動車総数
1564,2004,生野,14308.0,小型乗用車
1565,2004,大正,29023.0,自動車総数
1566,2004,城東,1.0,電気小型自動車
1567,2004,西成,30001.0,自動車総数
1568,2004,鶴見,0.0,電気小型自動車
1569,2004,浪速,20484.0,自動車総数
1570,2004,阿倍野,0.0,電気小型自動車
1571,2004,城東,17612.0,小型乗用車
1572,2004,住之江,4.0,電気小型自動車
1573,2004,平野,75336.0,自動車総数
1574,2004,西成,1.0,電気小型自動車
1575,2004,生野,0.0,電気小型自動車
1576,2004,平野,0.0,電気小型自動車
1577,2004,中央,72.0,電気自動車総数
1578,2004,都島,26848.0,自動車総数
1579,2004,城東,80.0,電気自動車総数
1580,2004,都島,53.0,電気自動車総数
1581,2004,旭,21.0,電気自動車総数
1582,2004,平野,107.0,電気自動車総数
1583,2004,東住吉,303.0,電気自動車総数
1584,2004,福島,22845.0,自動車総数
1585,2004,東住吉,301.0,電気小型特殊自動車
1586,2004,北,82.0,電気小型特殊自動車
1587,2004,港,0.0,電気小型自動車
1588,2004,住吉,9.0,電気小型特殊自動車
1589,2004,浪速,40.0,電気小型特殊自動車
1590,2004,大正,0.0,電気小型自動車
1591,2004,淀川,75.0,電気小型特殊自動車
1592,2004,平野,107.0,電気小型特殊自動車
1593,2004,天王寺,44.0,電気小型特殊自動車
1594,2004,浪速,5621.0,小型乗用車
1595,2004,生野,116.0,電気自動車総数
1596,2004,東成,14807.0,乗用車総数
1597,2004,平野,26500.0,小型乗用車
1598,2004,平野,45506.0,乗用車総数
1599,2004,淀川,36071.0,乗用車総数
1600,2004,西淀川,77.0,電気自動車総数
1601,2004,生野,24640.0,乗用車総数
1602,2004,港,89.0,電気自動車総数
1603,2004,住吉,16575.0,小型乗用車
1604,2004,西成,22.0,電気自動車総数
1605,2004,天王寺,1.0,電気小型自動車
1606,2004,北,25379.0,乗用車総数
1607,2004,東成,1.0,電気小型自動車
1608,2004,東成,108.0,電気自動車総数
1609,2004,西,137.0,電気小型特殊自動車
1610,2004,東淀川,53253.0,自動車総数
1611,2004,西淀川,75.0,電気小型特殊自動車
1612,2004,都島,9267.0,小型乗用車
1613,2004,北,14796.0,小型乗用車
1614,2004,福島,0.0,電気小型自動車
1615,2004,港,29096.0,自動車総数
1616,2004,港,89.0,電気小型特殊自動車
1617,2004,東淀川,88.0,電気小型特殊自動車
1618,2004,西,35507.0,自動車総数
1619,2004,中央,44555.0,自動車総数
1620,2004,淀川,21689.0,小型乗用車
1621,2004,生野,116.0,電気小型特殊自動車
1622,2004,東成,107.0,電気小型特殊自動車
1623,2004,西,4.0,電気小型自動車
1624,2004,福島,934.0,電気小型特殊自動車
1625,2004,此花,17.0,電気小型特殊自動車
1626,2004,此花,24333.0,自動車総数
1627,2004,浪速,41.0,電気自動車総数
1628,2004,大正,25.0,電気小型特殊自動車
1629,2004,東住吉,23.0,被けん引貨物
1630,2004,中央,71.0,電気小型特殊自動車
1631,2004,都島,52.0,電気小型特殊自動車
1632,2005,平野,6299.0,小型貨物
1633,2005,西淀川,4301.0,小型貨物
1634,2005,西成,2863.0,小型貨物
1635,2005,西淀川,2930.0,普通車貨物
1636,2005,大正,14577.0,乗用車総数
1637,2005,港,2820.0,小型貨物
1638,2005,浪速,10257.0,乗用車総数
1639,2005,東住吉,1159.0,普通車貨物
1640,2005,天王寺,11998.0,乗用車総数
1641,2005,住吉,2475.0,小型貨物
1642,2005,北,7828.0,小型貨物
1643,2005,中央,8075.0,小型貨物
1644,2005,東淀川,3924.0,小型貨物
1645,2005,東成,951.0,普通車貨物
1646,2005,生野,0.0,電気小型自動車
1647,2005,西,6912.0,小型貨物
1648,2005,北,1060.0,普通車貨物
1649,2005,中央,27638.0,乗用車総数
1650,2005,住之江,28550.0,乗用車総数
1651,2005,東淀川,0.0,電気小型自動車
1652,2005,鶴見,23314.0,乗用車総数
1653,2005,城東,30298.0,乗用車総数
1654,2005,阿倍野,15.0,バス
1655,2005,旭,16718.0,乗用車総数
1656,2005,住之江,218.0,バス
1657,2005,生野,24248.0,乗用車総数
1658,2005,西成,69.0,バス
1659,2005,東成,14760.0,乗用車総数
1660,2005,淀川,36290.0,乗用車総数
1661,2005,都島,17149.0,乗用車総数
1662,2005,浪速,12.0,バス
1663,2005,東住吉,26782.0,乗用車総数
1664,2005,福島,1597.0,小型特殊自動車
1665,2005,住之江,350.0,小型特殊自動車
1666,2005,住之江,3929.0,小型貨物
1667,2005,住吉,80.0,小型特殊自動車
1668,2005,住吉,28873.0,乗用車総数
1669,2005,淀川,0.0,電気小型自動車
1670,2005,東住吉,2.0,電気小型自動車
1671,2005,大正,2805.0,小型貨物
1672,2005,旭,419.0,普通車貨物
1673,2005,西淀川,885.0,小型二輪
1674,2005,城東,1098.0,普通車貨物
1675,2005,生野,880.0,普通車貨物
1676,2005,浪速,3084.0,小型貨物
1677,2005,都島,1.0,電気小型自動車
1678,2005,港,14407.0,乗用車総数
1679,2005,平野,44945.0,乗用車総数
1680,2005,西成,16240.0,乗用車総数
1681,2005,北,25295.0,乗用車総数
1682,2005,東淀川,32700.0,乗用車総数
1683,2005,港,722.0,小型二輪
1684,2005,天王寺,266.0,普通車貨物
1685,2005,北,78.0,電気小型特殊自動車
1686,2005,天王寺,2164.0,小型貨物
1687,2005,阿倍野,17858.0,乗用車総数
1688,2005,平野,0.0,電気小型自動車
1689,2005,中央,0.0,電気小型自動車
1690,2005,西成,6935.0,普通乗用車
1691,2005,福島,5291.0,普通乗用車
1692,2005,東成,6557.0,普通乗用車
1693,2005,平野,18877.0,普通乗用車
1694,2005,浪速,4734.0,普通乗用車
1695,2005,此花,5392.0,普通乗用車
1696,2005,中央,11283.0,普通乗用車
1697,2005,西淀川,9235.0,普通乗用車
1698,2005,北,10837.0,普通乗用車
1699,2005,西,8809.0,普通乗用車
1700,2005,港,6338.0,普通乗用車
1701,2005,此花,0.0,電気小型自動車
1702,2005,浪速,49.0,電気小型特殊自動車
1703,2005,福島,11668.0,乗用車総数
1704,2005,天王寺,40.0,電気小型特殊自動車
1705,2005,港,79.0,電気小型特殊自動車
1706,2005,旭,22.0,電気小型特殊自動車
1707,2005,西,150.0,電気小型特殊自動車
1708,2005,大正,6285.0,普通乗用車
1709,2005,阿倍野,8806.0,普通乗用車
1710,2005,天王寺,6193.0,普通乗用車
1711,2005,住吉,12501.0,普通乗用車
1712,2005,大正,22.0,電気小型特殊自動車
1713,2005,東成,111.0,電気小型特殊自動車
1714,2005,東淀川,87.0,電気小型特殊自動車
1715,2005,淀川,68.0,電気小型特殊自動車
1716,2005,東住吉,299.0,電気小型特殊自動車
1717,2005,住之江,200.0,電気小型特殊自動車
1718,2005,阿倍野,8.0,電気小型特殊自動車
1719,2005,北,5.0,電気小型自動車
1720,2005,淀川,14703.0,普通乗用車
1721,2005,東住吉,11779.0,普通乗用車
1722,2005,中央,69.0,電気小型特殊自動車
1723,2005,都島,8008.0,普通乗用車
1724,2005,淀川,236.0,小型特殊自動車
1725,2005,東淀川,13612.0,普通乗用車
1726,2005,旭,0.0,電気小型自動車
1727,2005,住吉,0.0,電気小型自動車
1728,2005,浪速,3.0,電気小型自動車
1729,2005,生野,10322.0,普通乗用車
1730,2005,旭,7165.0,普通乗用車
1731,2005,城東,12807.0,普通乗用車
1732,2005,鶴見,10067.0,普通乗用車
1733,2005,住之江,11706.0,普通乗用車
1734,2005,天王寺,1.0,電気小型自動車
1735,2005,大正,2552.0,普通車貨物
1736,2005,此花,29.0,電気小型特殊自動車
1737,2005,都島,48.0,電気小型特殊自動車
1738,2005,都島,734.0,普通車貨物
1739,2005,淀川,1166.0,普通車貨物
1740,2005,旭,1902.0,小型貨物
1741,2005,城東,3878.0,小型貨物
1742,2005,此花,12646.0,乗用車総数
1743,2005,浪速,812.0,普通車貨物
1744,2005,東淀川,1168.0,普通車貨物
1745,2005,淀川,6949.0,小型貨物
1746,2005,東住吉,3676.0,小型貨物
1747,2005,住吉,602.0,普通車貨物
1748,2005,西,19727.0,乗用車総数
1749,2005,阿倍野,1535.0,小型貨物
1750,2005,福島,3347.0,小型貨物
1751,2005,鶴見,3019.0,小型貨物
1752,2005,住之江,3857.0,普通車貨物
1753,2005,阿倍野,291.0,普通車貨物
1754,2005,鶴見,2100.0,普通車貨物
1755,2005,此花,1898.0,普通車貨物
1756,2005,中央,603.0,普通車貨物
1757,2005,西,1252.0,普通車貨物
1758,2005,港,2088.0,普通車貨物
1759,2005,住吉,13.0,電気小型特殊自動車
1760,2005,阿倍野,77.0,小型特殊自動車
1761,2005,鶴見,266.0,小型特殊自動車
1762,2005,城東,295.0,小型特殊自動車
1763,2005,西淀川,69.0,電気小型特殊自動車
1764,2005,生野,127.0,電気小型特殊自動車
1765,2005,城東,88.0,電気小型特殊自動車
1766,2005,鶴見,46.0,電気小型特殊自動車
1767,2005,西成,19.0,電気小型特殊自動車
1768,2005,平野,117.0,電気小型特殊自動車
1769,2005,西成,1.0,電気小型自動車
1770,2005,東成,0.0,電気小型自動車
1771,2005,西淀川,21553.0,乗用車総数
1772,2005,西成,168.0,小型特殊自動車
1773,2005,福島,911.0,電気小型特殊自動車
1774,2005,大正,0.0,電気小型自動車
1775,2005,東成,3034.0,小型貨物
1776,2005,生野,3907.0,小型貨物
1777,2005,西,4.0,電気小型自動車
1778,2005,鶴見,0.0,電気小型自動車
1779,2005,城東,1.0,電気小型自動車
1780,2005,住之江,3.0,電気小型自動車
1781,2005,阿倍野,0.0,電気小型自動車
1782,2005,西淀川,1.0,電気小型自動車
1783,2005,生野,536.0,小型特殊自動車
1784,2005,旭,89.0,小型特殊自動車
1785,2005,港,0.0,電気小型自動車
1786,2005,鶴見,55.0,バス
1787,2005,港,341.0,バス
1788,2005,旭,46.0,バス
1789,2005,北,552.0,特種用途車
1790,2005,天王寺,154.0,特種用途車
1791,2005,都島,49.0,電気自動車総数
1792,2005,西淀川,1201.0,特種用途車
1793,2005,城東,1571.0,小型二輪
1794,2005,東淀川,1799.0,小型二輪
1795,2005,旭,904.0,小型二輪
1796,2005,都島,118.0,小型特殊自動車
1797,2005,西淀川,372.0,小型特殊自動車
1798,2005,東成,111.0,電気自動車総数
1799,2005,西淀川,70.0,電気自動車総数
1800,2005,西成,20.0,電気自動車総数
1801,2005,西淀川,12318.0,小型乗用車
1802,2005,住之江,203.0,電気自動車総数
1803,2005,福島,911.0,電気自動車総数
1804,2005,福島,17.0,バス
1805,2005,大正,192.0,小型特殊自動車
1806,2005,浪速,5523.0,小型乗用車
1807,2005,生野,13926.0,小型乗用車
1808,2005,福島,6377.0,小型乗用車
1809,2005,阿倍野,8.0,電気自動車総数
1810,2005,城東,17491.0,小型乗用車
1811,2005,鶴見,13247.0,小型乗用車
1812,2005,都島,420.0,特種用途車
1813,2005,淀川,21587.0,小型乗用車
1814,2005,東成,112.0,バス
1815,2005,港,8069.0,小型乗用車
1816,2005,平野,117.0,電気自動車総数
1817,2005,淀川,43.0,被けん引貨物
1818,2005,都島,3.0,被けん引貨物
1819,2005,東住吉,26.0,被けん引貨物
1820,2005,西淀川,78.0,バス
1821,2005,東成,8203.0,小型乗用車
1822,2005,中央,485.0,特種用途車
1823,2005,港,837.0,特種用途車
1824,2005,浪速,248.0,小型特殊自動車
1825,2005,福島,497.0,小型二輪
1826,2005,此花,550.0,小型二輪
1827,2005,中央,935.0,小型二輪
1828,2005,西,701.0,小型二輪
1829,2005,東住吉,301.0,電気自動車総数
1830,2005,大正,551.0,小型二輪
1831,2005,城東,125.0,バス
1832,2005,浪速,447.0,小型二輪
1833,2005,平野,1408.0,小型二輪
1834,2005,浪速,52.0,電気自動車総数
1835,2005,淀川,68.0,電気自動車総数
1836,2005,住吉,13.0,電気自動車総数
1837,2005,此花,4508.0,貨物自動車総数
1838,2005,北,83.0,電気自動車総数
1839,2005,東住吉,829.0,特種用途車
1840,2005,東淀川,969.0,特種用途車
1841,2005,大正,810.0,特種用途車
1842,2005,浪速,705.0,特種用途車
1843,2005,福島,4416.0,貨物自動車総数
1844,2005,都島,3261.0,貨物自動車総数
1845,2005,此花,184.0,小型特殊自動車
1846,2005,中央,175.0,小型特殊自動車
1847,2005,西,481.0,特種用途車
1848,2005,西,435.0,小型特殊自動車
1849,2005,住吉,1122.0,小型二輪
1850,2005,住之江,901.0,小型二輪
1851,2005,阿倍野,748.0,小型二輪
1852,2005,港,282.0,小型特殊自動車
1853,2005,西成,791.0,特種用途車
1854,2005,平野,1122.0,特種用途車
1855,2005,鶴見,891.0,小型二輪
1856,2005,此花,29.0,電気自動車総数
1857,2005,北,14458.0,小型乗用車
1858,2005,東住吉,15003.0,小型乗用車
1859,2005,平野,74857.0,自動車総数
1860,2005,此花,24213.0,自動車総数
1861,2005,阿倍野,25672.0,自動車総数
1862,2005,西淀川,38910.0,自動車総数
1863,2005,西,35939.0,自動車総数
1864,2005,鶴見,38480.0,自動車総数
1865,2005,中央,45049.0,自動車総数
1866,2005,都島,26777.0,自動車総数
1867,2005,浪速,20357.0,自動車総数
1868,2005,港,28963.0,自動車総数
1869,2005,大正,28933.0,自動車総数
1870,2005,天王寺,18972.0,自動車総数
1871,2005,東住吉,44560.0,自動車総数
1872,2005,北,43837.0,自動車総数
1873,2005,淀川,57648.0,自動車総数
1874,2005,東成,25854.0,自動車総数
1875,2005,生野,42201.0,自動車総数
1876,2005,都島,9141.0,小型乗用車
1877,2005,住之江,52502.0,自動車総数
1878,2005,東淀川,52620.0,自動車総数
1879,2005,住之江,16844.0,小型乗用車
1880,2005,城東,89.0,電気自動車総数
1881,2005,此花,2308.0,小型貨物
1882,2005,西成,9305.0,小型乗用車
1883,2005,東淀川,87.0,電気自動車総数
1884,2005,住吉,16372.0,小型乗用車
1885,2005,東淀川,19088.0,小型乗用車
1886,2005,西成,29605.0,自動車総数
1887,2005,福島,23246.0,自動車総数
1888,2005,城東,48219.0,自動車総数
1889,2005,旭,26079.0,自動車総数
1890,2005,生野,127.0,電気自動車総数
1891,2005,中央,16355.0,小型乗用車
1892,2005,住吉,43938.0,自動車総数
1893,2005,鶴見,49.0,被けん引貨物
1894,2005,天王寺,5805.0,小型乗用車
1895,2005,大正,8292.0,小型乗用車
1896,2005,阿倍野,9052.0,小型乗用車
1897,2005,西,10918.0,小型乗用車
1898,2005,旭,9553.0,小型乗用車
1899,2005,鶴見,46.0,電気自動車総数
1900,2005,旭,22.0,電気自動車総数
1901,2005,浪速,7.0,被けん引貨物
1902,2005,城東,18.0,被けん引貨物
1903,2005,天王寺,1.0,被けん引貨物
1904,2005,都島,2524.0,小型貨物
1905,2005,西淀川,186.0,被けん引貨物
1906,2005,旭,4.0,被けん引貨物
1907,2005,生野,5.0,被けん引貨物
1908,2005,東成,27.0,被けん引貨物
1909,2005,大正,539.0,被けん引貨物
1910,2005,港,701.0,被けん引貨物
1911,2005,平野,40.0,被けん引貨物
1912,2005,西成,50.0,被けん引貨物
1913,2005,北,63.0,被けん引貨物
1914,2005,住吉,23.0,被けん引貨物
1915,2005,住之江,2617.0,被けん引貨物
1916,2005,此花,7254.0,小型乗用車
1917,2005,阿倍野,2.0,被けん引貨物
1918,2005,此花,1127.0,特種用途車
1919,2005,福島,53.0,被けん引貨物
1920,2005,此花,302.0,被けん引貨物
1921,2005,中央,13.0,被けん引貨物
1922,2005,淀川,670.0,特種用途車
1923,2005,西,296.0,被けん引貨物
1924,2005,平野,26068.0,小型乗用車
1925,2005,東淀川,2.0,被けん引貨物
1926,2005,中央,69.0,電気自動車総数
1927,2005,天王寺,517.0,小型二輪
1928,2005,港,79.0,電気自動車総数
1929,2005,北,7449.0,軽自動車
1930,2005,西成,7206.0,軽自動車
1931,2005,西淀川,7014.0,軽自動車
1932,2005,此花,4616.0,軽自動車
1933,2005,都島,4946.0,軽自動車
1934,2005,生野,104.0,大型特種
1935,2005,東成,55.0,大型特種
1936,2005,淀川,38.0,大型特種
1937,2005,都島,68.0,大型特種
1938,2005,東住吉,124.0,大型特種
1939,2005,大正,331.0,大型特種
1940,2005,天王寺,31.0,大型特種
1941,2005,東淀川,11516.0,軽自動車
1942,2005,城東,215.0,大型特種
1943,2005,中央,178.0,大型特種
1944,2005,此花,308.0,大型特種
1945,2005,福島,83.0,大型特種
1946,2005,旭,47.0,大型特種
1947,2005,鶴見,164.0,大型特種
1948,2005,港,927.0,大型特種
1949,2005,浪速,198.0,大型特種
1950,2005,港,5838.0,軽自動車
1951,2005,西,10.0,バス
1952,2005,中央,37.0,バス
1953,2005,西,154.0,電気自動車総数
1954,2005,都島,18.0,バス
1955,2005,西,263.0,大型特種
1956,2005,住吉,9760.0,軽自動車
1957,2005,住之江,9190.0,軽自動車
1958,2005,平野,18174.0,軽自動車
1959,2005,生野,69.0,バス
1960,2005,東淀川,176.0,バス
1961,2005,淀川,66.0,バス
1962,2005,東住吉,26.0,バス
1963,2005,天王寺,17.0,バス
1964,2005,浪速,4587.0,軽自動車
1965,2005,大正,118.0,バス
1966,2005,福島,4515.0,軽自動車
1967,2005,鶴見,7884.0,軽自動車
1968,2005,中央,6910.0,軽自動車
1969,2005,住之江,885.0,大型特種
1970,2005,東淀川,197.0,大型特種
1971,2005,北,160.0,大型特種
1972,2005,西成,98.0,大型特種
1973,2005,平野,100.0,大型特種
1974,2005,住吉,447.0,大型特種
1975,2005,阿倍野,18.0,大型特種
1976,2005,西,5862.0,軽自動車
1977,2005,大正,6458.0,軽自動車
1978,2005,天王寺,3702.0,軽自動車
1979,2005,東住吉,10297.0,軽自動車
1980,2005,淀川,10629.0,軽自動車
1981,2005,東成,5560.0,軽自動車
1982,2005,生野,10831.0,軽自動車
1983,2005,城東,9751.0,軽自動車
1984,2005,旭,5650.0,軽自動車
1985,2005,阿倍野,4862.0,軽自動車
1986,2005,此花,274.0,バス
1987,2005,平野,174.0,バス
1988,2005,福島,0.0,電気小型自動車
1989,2005,住之江,10403.0,貨物自動車総数
1990,2005,平野,2101.0,普通車貨物
1991,2005,旭,2325.0,貨物自動車総数
1992,2005,大正,5896.0,貨物自動車総数
1993,2005,浪速,3903.0,貨物自動車総数
1994,2005,東住吉,4861.0,貨物自動車総数
1995,2005,北,8951.0,貨物自動車総数
1996,2005,福島,453.0,特種用途車
1997,2005,淀川,8158.0,貨物自動車総数
1998,2005,東住吉,1053.0,小型二輪
1999,2005,生野,4792.0,貨物自動車総数
2000,2005,城東,4994.0,貨物自動車総数
2001,2005,西,8460.0,貨物自動車総数
2002,2005,鶴見,5168.0,貨物自動車総数
2003,2005,阿倍野,1828.0,貨物自動車総数
2004,2005,住吉,3100.0,貨物自動車総数
2005,2005,北,922.0,小型二輪
2006,2005,西成,693.0,小型二輪
2007,2005,東淀川,5094.0,貨物自動車総数
2008,2005,都島,797.0,小型二輪
2009,2005,淀川,1561.0,小型二輪
2010,2005,東成,609.0,小型二輪
2011,2005,生野,985.0,小型二輪
2012,2005,平野,8440.0,貨物自動車総数
2013,2005,港,5609.0,貨物自動車総数
2014,2005,中央,8691.0,貨物自動車総数
2015,2005,北,209.0,バス
2016,2005,西淀川,390.0,大型特種
2017,2005,西淀川,7417.0,貨物自動車総数
2018,2005,東淀川,169.0,小型特殊自動車
2019,2005,住吉,138.0,バス
2020,2005,天王寺,2431.0,貨物自動車総数
2021,2005,西成,1427.0,普通車貨物
2022,2005,東成,4012.0,貨物自動車総数
2023,2005,大正,22.0,電気自動車総数
2024,2005,天王寺,41.0,電気自動車総数
2025,2005,東成,352.0,小型特殊自動車
2026,2005,城東,970.0,特種用途車
2027,2005,住吉,418.0,特種用途車
2028,2005,東成,394.0,特種用途車
2029,2005,平野,494.0,小型特殊自動車
2030,2005,生野,636.0,特種用途車
2031,2005,旭,300.0,特種用途車
2032,2005,鶴見,738.0,特種用途車
2033,2005,阿倍野,266.0,特種用途車
2034,2005,西成,4340.0,貨物自動車総数
2035,2005,住之江,2005.0,特種用途車
2036,2005,東住吉,588.0,小型特殊自動車
2037,2005,北,299.0,小型特殊自動車
2038,2005,天王寺,122.0,小型特殊自動車
2039,2005,福島,1016.0,普通車貨物
2040,2006,淀川,6687.0,小型貨物
2041,2006,西成,31.0,電気自動車総数
2042,2006,西,154.0,電気自動車総数
2043,2006,平野,127.0,電気自動車総数
2044,2006,北,87.0,電気自動車総数
2045,2006,都島,47.0,電気自動車総数
2046,2006,中央,7936.0,小型貨物
2047,2006,東住吉,300.0,電気自動車総数
2048,2006,東成,2933.0,小型貨物
2049,2006,住吉,13.0,電気自動車総数
2050,2006,住之江,167.0,電気自動車総数
2051,2006,鶴見,39.0,電気自動車総数
