,area,amount,name,year
749,淀川,7890038,個人特別徴収,2011
750,東淀川,1637746,個人特別徴収,2011
751,東成,1347935,個人特別徴収,2011
752,生野,1631441,個人特別徴収,2011
753,大正,1055099,個人特別徴収,2011
754,西淀川,1413752,個人普通徴収,2011
755,西,8439602,total,2011
756,東淀川,3139669,個人普通徴収,2011
757,天王寺,7472750,total,2011
758,浪速,3363166,total,2011
759,西淀川,5339461,total,2011
760,淀川,11360339,total,2011
761,東淀川,4777415,total,2011
762,東成,2791196,total,2011
763,生野,4026559,total,2011
764,旭,4998029,total,2011
765,城東,4645415,total,2011
766,鶴見,2819180,total,2011
767,阿倍野,4249731,total,2011
768,住之江,3949343,total,2011
769,住吉,6245717,total,2011
770,東住吉,4733235,total,2011
771,平野,5078702,total,2011
772,大正,2063003,total,2011
773,港,3002598,total,2011
774,淀川,3470301,個人普通徴収,2011
775,中央,21477241,total,2011
776,東成,1443261,個人普通徴収,2011
777,生野,2395118,個人普通徴収,2011
778,旭,1689066,個人普通徴収,2011
779,城東,2826617,個人普通徴収,2011
780,西成,2651581,total,2011
781,阿倍野,2777277,個人普通徴収,2011
782,住之江,1861546,個人普通徴収,2011
783,鶴見,1756784,個人普通徴収,2011
784,東住吉,2510128,個人普通徴収,2011
785,平野,3235015,個人普通徴収,2011
786,西成,1487890,個人普通徴収,2011
787,北,19875497,total,2011
788,都島,3795430,total,2011
789,福島,3416839,total,2011
790,此花,2072235,total,2011
791,住吉,2892261,個人普通徴収,2011
792,住吉,3526692,個人特別徴収,2012
793,東住吉,2319255,個人特別徴収,2012
794,平野,1916132,個人特別徴収,2012
795,西成,1197057,個人特別徴収,2012
796,北,3338821,個人普通徴収,2012
797,都島,2100252,個人普通徴収,2012
798,浪速,1565536,個人普通徴収,2012
799,此花,968606,個人普通徴収,2012
800,中央,3337067,個人普通徴収,2012
801,西,2406173,個人普通徴収,2012
802,港,1541346,個人普通徴収,2012
803,大正,982131,個人普通徴収,2012
804,天王寺,2483498,個人普通徴収,2012
805,住之江,2217312,個人特別徴収,2012
806,福島,1631742,個人普通徴収,2012
807,阿倍野,1533454,個人特別徴収,2012
808,浪速,1928464,個人特別徴収,2012
809,城東,1826439,個人特別徴収,2012
810,西淀川,1423028,個人普通徴収,2012
811,都島,1686562,個人特別徴収,2012
812,福島,1984937,個人特別徴収,2012
813,此花,1131436,個人特別徴収,2012
814,中央,18965329,個人特別徴収,2012
815,西,6351476,個人特別徴収,2012
816,港,1539627,個人特別徴収,2012
817,大正,1083832,個人特別徴収,2012
818,天王寺,5314130,個人特別徴収,2012
819,西淀川,4112143,個人特別徴収,2012
820,淀川,8331591,個人特別徴収,2012
821,東淀川,1720238,個人特別徴収,2012
822,東成,1352536,個人特別徴収,2012
823,生野,1666604,個人特別徴収,2012
824,旭,3410638,個人特別徴収,2012
825,鶴見,1082699,個人特別徴収,2012
826,北,17454870,個人特別徴収,2012
827,淀川,3420284,個人普通徴収,2012
828,東成,1505628,個人普通徴収,2012
829,浪速,3494000,total,2012
830,西淀川,5535171,total,2012
831,淀川,11751875,total,2012
832,東淀川,4784258,total,2012
833,東成,2858164,total,2012
834,旭,5066429,total,2012
835,城東,4658866,total,2012
836,鶴見,2837465,total,2012
837,阿倍野,4318359,total,2012
838,住之江,4051845,total,2012
839,住吉,6448318,total,2012
840,東住吉,4757130,total,2012
841,平野,5137398,total,2012
842,西成,2674274,total,2012
843,東淀川,3064020,個人普通徴収,2012
844,天王寺,7797628,total,2012
845,大正,2065963,total,2012
846,生野,4059967,total,2012
847,西,8757649,total,2012
848,港,3080973,total,2012
849,旭,1655791,個人普通徴収,2012
850,城東,2832427,個人普通徴収,2012
851,鶴見,1754766,個人普通徴収,2012
852,阿倍野,2784905,個人普通徴収,2012
853,住之江,1834533,個人普通徴収,2012
854,住吉,2921626,個人普通徴収,2012
855,東住吉,2437875,個人普通徴収,2012
856,生野,2393363,個人普通徴収,2012
857,西成,1477217,個人普通徴収,2012
858,北,20793691,total,2012
859,都島,3786814,total,2012
860,福島,3616679,total,2012
861,此花,2100042,total,2012
862,中央,22302396,total,2012
863,平野,3221266,個人普通徴収,2012
864,住之江,2219649,個人特別徴収,2013
865,住吉,3633677,個人特別徴収,2013
866,東住吉,2302289,個人特別徴収,2013
867,平野,1938994,個人特別徴収,2013
868,西成,1208168,個人特別徴収,2013
869,北,3350141,個人普通徴収,2013
870,都島,2110985,個人普通徴収,2013
871,中央,3426189,個人普通徴収,2013
872,此花,948564,個人普通徴収,2013
873,西,2450541,個人普通徴収,2013
874,港,1359676,個人普通徴収,2013
875,大正,961009,個人普通徴収,2013
876,天王寺,2463041,個人普通徴収,2013
877,阿倍野,1418620,個人特別徴収,2013
878,福島,1640629,個人普通徴収,2013
879,鶴見,1088863,個人特別徴収,2013
880,北,17820272,個人特別徴収,2013
881,旭,3362681,個人特別徴収,2013
882,浪速,1606873,個人普通徴収,2013
883,都島,1732199,個人特別徴収,2013
884,福島,1994468,個人特別徴収,2013
885,此花,1118258,個人特別徴収,2013
886,中央,19274938,個人特別徴収,2013
887,西,6380372,個人特別徴収,2013
888,港,1549596,個人特別徴収,2013
889,大正,1075219,個人特別徴収,2013
890,天王寺,5461984,個人特別徴収,2013
891,浪速,1963113,個人特別徴収,2013
892,西淀川,4211589,個人特別徴収,2013
893,淀川,8544582,個人特別徴収,2013
894,東淀川,1717517,個人特別徴収,2013
895,東成,1363119,個人特別徴収,2013
896,生野,1651213,個人特別徴収,2013
897,城東,1814870,個人特別徴収,2013
898,西淀川,1398949,個人普通徴収,2013
899,平野,5094532,total,2013
900,東淀川,3030590,個人普通徴収,2013
901,天王寺,7925025,total,2013
902,浪速,3569986,total,2013
903,西淀川,5610538,total,2013
904,淀川,11867022,total,2013
905,東淀川,4748107,total,2013
906,東成,2807845,total,2013
907,生野,3964213,total,2013
908,旭,4996753,total,2013
909,城東,4576435,total,2013
910,鶴見,2818672,total,2013
911,阿倍野,4343862,total,2013
912,住之江,3999083,total,2013
913,住吉,6444635,total,2013
914,東住吉,4730649,total,2013
915,西成,2642280,total,2013
916,大正,2036228,total,2013
917,港,2909272,total,2013
918,淀川,3322440,個人普通徴収,2013
919,中央,22701127,total,2013
920,東成,1444726,個人普通徴収,2013
921,生野,2313000,個人普通徴収,2013
922,旭,1634072,個人普通徴収,2013
923,城東,2761565,個人普通徴収,2013
924,西,8830913,total,2013
925,阿倍野,2925242,個人普通徴収,2013
926,住之江,1779434,個人普通徴収,2013
927,鶴見,1729809,個人普通徴収,2013
928,東住吉,2428360,個人普通徴収,2013
929,平野,3155538,個人普通徴収,2013
930,西成,1434112,個人普通徴収,2013
931,北,21170413,total,2013
932,都島,3843184,total,2013
933,福島,3635097,total,2013
934,此花,2066822,total,2013
935,住吉,2810958,個人普通徴収,2013
936,住之江,2260884,個人特別徴収,2014
937,住吉,3787530,個人特別徴収,2014
938,東住吉,2358795,個人特別徴収,2014
939,平野,1994732,個人特別徴収,2014
940,西成,1239086,個人特別徴収,2014
941,北,3579895,個人普通徴収,2014
942,天王寺,2642578,個人普通徴収,2014
943,福島,2135915,個人普通徴収,2014
944,此花,873381,個人普通徴収,2014
945,中央,3295402,個人普通徴収,2014
946,西,2444644,個人普通徴収,2014
947,港,1284264,個人普通徴収,2014
948,大正,955847,個人普通徴収,2014
949,阿倍野,1405915,個人特別徴収,2014
950,都島,2058580,個人普通徴収,2014
951,鶴見,1104808,個人特別徴収,2014
952,天王寺,5659740,個人特別徴収,2014
953,旭,3283163,個人特別徴収,2014
954,浪速,1803069,個人普通徴収,2014
955,北,18583104,個人特別徴収,2014
956,都島,1744593,個人特別徴収,2014
957,福島,2058373,個人特別徴収,2014
958,此花,1062935,個人特別徴収,2014
959,中央,19738448,個人特別徴収,2014
960,西,6496312,個人特別徴収,2014
961,港,1540418,個人特別徴収,2014
962,大正,1072424,個人特別徴収,2014
963,浪速,2033809,個人特別徴収,2014
964,西淀川,4369401,個人特別徴収,2014
965,淀川,8769744,個人特別徴収,2014
966,東淀川,1750636,個人特別徴収,2014
967,東成,1371952,個人特別徴収,2014
968,生野,1703035,個人特別徴収,2014
969,城東,1866855,個人特別徴収,2014
970,西淀川,1392610,個人普通徴収,2014
971,淀川,3213532,個人普通徴収,2014
972,東淀川,2946270,個人普通徴収,2014
973,天王寺,8302318,total,2014
974,浪速,3836878,total,2014
975,西淀川,5762011,total,2014
976,淀川,11983276,total,2014
977,東淀川,4696906,total,2014
978,西成,2545919,total,2014
979,生野,3932485,total,2014
980,旭,4832802,total,2014
981,城東,4455881,total,2014
982,鶴見,2774355,total,2014
983,阿倍野,4246073,total,2014
984,住之江,3958224,total,2014
985,住吉,6579164,total,2014
986,東住吉,4680493,total,2014
987,平野,5062189,total,2014
988,大正,2028271,total,2014
989,港,2824682,total,2014
990,東成,2829024,total,2014
991,中央,23033850,total,2014
992,西,8940956,total,2014
993,東成,1457072,個人普通徴収,2014
994,生野,2229450,個人普通徴収,2014
995,旭,1549639,個人普通徴収,2014
996,城東,2589026,個人普通徴収,2014
997,阿倍野,2840158,個人普通徴収,2014
998,住之江,1697340,個人普通徴収,2014
999,鶴見,1669547,個人普通徴収,2014
1000,東住吉,2321698,個人普通徴収,2014
1001,平野,3067457,個人普通徴収,2014
1002,西成,1306833,個人普通徴収,2014
1003,北,22162999,total,2014
1004,都島,3803173,total,2014
1005,福島,4194288,total,2014
1006,此花,1936316,total,2014
1007,住吉,2791634,個人普通徴収,2014
1008,西成,1265263,個人特別徴収,2015
1009,阿倍野,1531767,個人特別徴収,2015
1010,住之江,2387303,個人特別徴収,2015
1011,住吉,3995646,個人特別徴収,2015
1012,東住吉,2469225,個人特別徴収,2015
1013,平野,2081830,個人特別徴収,2015
1014,北,3541600,個人普通徴収,2015
1015,天王寺,2412806,個人普通徴収,2015
1016,福島,1728411,個人普通徴収,2015
1017,此花,836194,個人普通徴収,2015
1018,中央,3327181,個人普通徴収,2015
1019,西,2485295,個人普通徴収,2015
1020,港,1251981,個人普通徴収,2015
1021,大正,852127,個人普通徴収,2015
1022,都島,1953830,個人普通徴収,2015
1023,鶴見,1162730,個人特別徴収,2015
1024,北,19735568,個人特別徴収,2015
1025,旭,3443339,個人特別徴収,2015
1026,浪速,1604863,個人普通徴収,2015
1027,都島,1888538,個人特別徴収,2015
1028,福島,2131747,個人特別徴収,2015
1029,此花,1095884,個人特別徴収,2015
1030,中央,20708178,個人特別徴収,2015
1031,西,6736793,個人特別徴収,2015
1032,港,1583710,個人特別徴収,2015
1033,大正,1136253,個人特別徴収,2015
1034,天王寺,6029951,個人特別徴収,2015
1035,浪速,2131185,個人特別徴収,2015
1036,西淀川,4587439,個人特別徴収,2015
1037,淀川,9300561,個人特別徴収,2015
1038,東淀川,1864829,個人特別徴収,2015
1039,東成,1440233,個人特別徴収,2015
1040,生野,1776610,個人特別徴収,2015
1041,城東,1930105,個人特別徴収,2015
1042,西淀川,1288709,個人普通徴収,2015
1043,西,9222088,total,2015
1044,東淀川,2744286,個人普通徴収,2015
1045,浪速,3736048,total,2015
1046,西淀川,5876148,total,2015
1047,淀川,12444387,total,2015
1048,東淀川,4609115,total,2015
1049,東成,2828111,total,2015
1050,淀川,3143826,個人普通徴収,2015
1051,旭,4986732,total,2015
1052,城東,4468283,total,2015
1053,鶴見,2824484,total,2015
1054,阿倍野,4175128,total,2015
1055,住之江,3959191,total,2015
1056,住吉,6648526,total,2015
1057,東住吉,4680700,total,2015
1058,平野,5008575,total,2015
1059,西成,2494229,total,2015
1060,天王寺,8442757,total,2015
1061,大正,1988380,total,2015
1062,生野,3884753,total,2015
1063,中央,24035359,total,2015
1064,港,2835691,total,2015
1065,東成,1387878,個人普通徴収,2015
1066,生野,2108143,個人普通徴収,2015
1067,旭,1543393,個人普通徴収,2015
1068,城東,2538178,個人普通徴収,2015
1069,阿倍野,2643361,個人普通徴収,2015
1070,住之江,1571888,個人普通徴収,2015
1071,鶴見,1661754,個人普通徴収,2015
1072,東住吉,2211475,個人普通徴収,2015
1073,平野,2926745,個人普通徴収,2015
1074,西成,1228966,個人普通徴収,2015
1075,北,23277168,total,2015
1076,都島,3842368,total,2015
1077,福島,3860158,total,2015
1078,此花,1932078,total,2015
1079,住吉,2652880,個人普通徴収,2015
1080,北,3821518,個人普通徴収,2016
1081,住之江,2546832,個人特別徴収,2016
1082,住吉,4293697,個人特別徴収,2016
1083,東住吉,2639739,個人特別徴収,2016
1084,平野,2245798,個人特別徴収,2016
1085,西成,1347785,個人特別徴収,2016
1086,都島,1800713,個人普通徴収,2016
1087,浪速,1566170,個人普通徴収,2016
1088,此花,770865,個人普通徴収,2016
1089,中央,3180345,個人普通徴収,2016
1090,西,2265120,個人普通徴収,2016
1091,港,1146276,個人普通徴収,2016
1092,大正,759558,個人普通徴収,2016
1093,天王寺,2372998,個人普通徴収,2016
1094,福島,1481942,個人普通徴収,2016
1095,阿倍野,1625646,個人特別徴収,2016
1096,都島,2242199,個人特別徴収,2016
1097,城東,2025073,個人特別徴収,2016
1098,西淀川,1196113,個人普通徴収,2016
1099,福島,2211232,個人特別徴収,2016
1100,此花,1115649,個人特別徴収,2016
1101,中央,20958632,個人特別徴収,2016
1102,西,6965707,個人特別徴収,2016
1103,港,1655138,個人特別徴収,2016
1104,大正,1200202,個人特別徴収,2016
1105,天王寺,6348039,個人特別徴収,2016
1106,浪速,2236755,個人特別徴収,2016
1107,西淀川,4849070,個人特別徴収,2016
1108,淀川,9700553,個人特別徴収,2016
1109,東淀川,1880830,個人特別徴収,2016
1110,東成,1454758,個人特別徴収,2016
1111,生野,1921518,個人特別徴収,2016
1112,旭,3723844,個人特別徴収,2016
1113,鶴見,1280984,個人特別徴収,2016
1114,淀川,3000799,個人普通徴収,2016
1115,西,9230827,total,2016
1116,東成,1279940,個人普通徴収,2016
1117,西淀川,6045183,total,2016
1118,淀川,12701352,total,2016
1119,東淀川,4526987,total,2016
1120,東成,2734698,total,2016
1121,生野,3881639,total,2016
1122,旭,5096099,total,2016
1123,浪速,3802925,total,2016
1124,城東,4403131,total,2016
1125,阿倍野,4174551,total,2016
1126,住之江,3999894,total,2016
1127,住吉,6795225,total,2016
1128,東住吉,4710551,total,2016
1129,平野,4981952,total,2016
1130,西成,2527682,total,2016
1131,鶴見,2838825,total,2016
1132,天王寺,8721037,total,2016
1133,大正,1959760,total,2016
1134,港,2801414,total,2016
1135,生野,1960121,個人普通徴収,2016
1136,旭,1372255,個人普通徴収,2016
1137,城東,2378058,個人普通徴収,2016
1138,鶴見,1557841,個人普通徴収,2016
1139,阿倍野,2548905,個人普通徴収,2016
1140,住之江,1453062,個人普通徴収,2016
1141,住吉,2501528,個人普通徴収,2016
1142,東住吉,2070812,個人普通徴収,2016
1143,平野,2736154,個人普通徴収,2016
1144,西成,1179897,個人普通徴収,2016
1145,北,25278099,total,2016
1146,都島,4042912,total,2016
1147,福島,3693174,total,2016
1148,此花,1886514,total,2016
1149,中央,24138977,total,2016
1150,東淀川,2646157,個人普通徴収,2016
1151,北,21456581,個人特別徴収,2016
